,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
1133,6076374-CN,Single Family/Duplex,2005-12-16,2006-10-16,"Establish use as townhouse and construct new duplex (east building #2 aka 4111) with attached garages, per Standard plan 2505161"
1134,6076381-CN,Single Family/Duplex,2005-12-16,2006-11-28,"Establish use as townhouse and construct new duplex (east bldg.#2 aka 4123) with attached garages, all per plan (Standard Plan 753450)"
1135,6082377-CN,Single Family/Duplex,2005-12-16,2006-10-16,"Establish use as townhouse and construct new duplex (west building #1 aka 4113) with attached garages, per Standard Plan 2505161"
1136,6082398-CN,Single Family/Duplex,2005-12-16,2006-10-11,"Establish use as townhouse and construct new duplex (east bldg.#1 aka 4121) with attached garages, all per plan.(STANDARD PLAN 753450)"
1137,6077804-CN,Single Family/Duplex,2005-12-16,2008-08-12,Construct (east) 3-story with basement duplex/townhouse structure with attached garage.  Per plan.
1138,6082298-CN,Single Family/Duplex,2005-12-15,2007-01-08,"Construct one new duplex with attached garages, per plan."
1139,6064357-CN,Single Family/Duplex,2005-12-15,2007-01-25,"Establish use for townhouses and construct one new duplex with attached garages, per plan."
1140,6082297-CN,Single Family/Duplex,2005-12-15,2007-01-08,"Construct one new duplex with attached garages, per plan."
1141,6082299-CN,Single Family/Duplex,2005-12-15,2007-01-25,"Construct one new duplex with attached garages, per plan."
1142,6082158-CN,Single Family/Duplex,2005-12-14,2007-11-16,"Establish use and construct new duplex townhouse structure with attached garages, per plans (review and processing under Primary 6078162)."
1143,6078162-CN,Single Family/Duplex,2005-12-14,2007-11-16,"Construct new principal east (abutting Renton Ave. S) duplex townhouse with attached garages, per plans, including review and processing for west duplex AP#6082158."
1144,6067996-CN,Single Family/Duplex,2005-12-14,2007-12-07,"Establish use as duplex (E unit/unit A) and construct new duplex, all per plan."
1145,6082166-CN,Single Family/Duplex,2005-12-14,2007-11-15,new duplex townhouse structures with attached garages.
1146,6078163-CN,Single Family/Duplex,2005-12-14,2007-11-15,new duplex townhouse structures with attached garages.
1147,6076850-CN,Multifamily,2005-12-09,2007-06-21,Establish-use as and construct duplex townhouse with attached garage per plan.
1148,6074678-CN,Multifamily,2005-12-09,2007-06-21,ESTABLISH-USE AS AND CONSTRUCT DUPLEX-TOWNHOUSE WITH ATTACHED PARKING PER PLAN.
1149,6081550-CN,Single Family/Duplex,2005-12-08,2007-03-13,Establish use as and construct new duplex townhouses with attached garages per plan
1150,6075793-CN,Single Family/Duplex,2005-12-08,2007-04-18,"Construct and establish use for a duplex with attached garage, per plans."
1151,6081438-CN,Single Family/Duplex,2005-12-07,2007-03-08,"Establish use for townhouse and construct new duplex with attached garage and surface parking, per plan."
1152,6081160-CN,Single Family/Duplex,2005-12-06,2006-12-15,Establish use and Construct one duplex townhouse with attached garage per plan.
1153,6074485-CN,Single Family/Duplex,2005-12-02,2008-05-06,Construct 3-story duplex per plan.
1154,6077062-CN,Single Family/Duplex,2005-12-02,2006-09-05,Construct 2-story duplex per plan.
1155,6074487-CN,Multifamily,2005-12-01,2006-09-05,Establish use as and construct new duplex townhouse per plan.
1156,6075915-CN,Single Family/Duplex,2005-12-01,2007-05-07,"Construct new duplex townhouse on north portion of site, per plan"
1157,6077761-CN,Multifamily,2005-11-30,2007-04-27,Construct one duplex with attached garages per plan.
1158,6072891-CN,Multifamily,2005-11-30,2007-04-26,Construct duplex towhnhouse on east portion of site per plan.
1159,6071287-CN,Single Family/Duplex,2005-11-29,2008-07-17,Establish use as duplex townhouse and construct duplex townhouse with attached garage per plans. (East building this permit) (review and processing for 2 A/P's under 6071287).
1160,6074721-CN,Multifamily,2005-11-29,2008-01-30,"Establish use as duplex and construct new duplex, with attached garage, all per plan (related to 6076730 to construct single family dwelling)."
1161,6076956-CN,Single Family/Duplex,2005-11-29,2007-07-10,"establish use for a two-unit townhouse (duplex) and construct duplex with attached garages, per plans."
1162,6071292-CN,Single Family/Duplex,2005-11-29,2007-07-06,"Establish use for a two-unit townhouse (duplex) and construct duplex with attached garages, per plans."
1163,6074613-CN,Multifamily,2005-11-29,2007-12-06,"Construct duplex townhome with attached garage, per plans."
1164,6072709-CN,Single Family/Duplex,2005-11-29,2008-07-17,Establish use as duplex townhouse and construct duplex townhouse with attached garage per plans. (East building this permit) (review and processing for 2 A/P's under 6071287).
1165,6072630-CN,Multifamily,2005-11-28,2007-11-15,construct 2 new duplex townhouses
1166,6076730-CN,Single Family/Duplex,2005-11-28,2008-05-06,"Establish use as single family residence, construct single family residence with attached garage all per plan (related project 6074721 to construct duplex)."
1167,6071326-CN,Multifamily,2005-11-28,2007-11-15,construct 2 new duplex townhouses
1168,6077275-CN,Multifamily,2005-11-23,2007-06-01,Construct duplex to rear of a single family residence and establish use as duplex and 3 parking spaces all per plan
1169,6072889-CN,Multifamily,2005-11-21,2007-04-26,Construct duplex townhouse on west portion of site per plan.
1170,6076823-CN,Single Family/Duplex,2005-11-21,2008-05-06,"Establish use as two unit duplex townhouse and construct new two unit duplex townhouse with attached garages, per plan(demo. 753357)."
1171,6074000-CN,Single Family/Duplex,2005-11-21,2007-07-09,Establish use as two unit duplex townhouse and construct new two unit duplex townhouse with attached garages.
1172,6073819-CN,Single Family/Duplex,2005-11-17,2007-08-27,Establish use as duplex. Construct 1 duplex with att. garages per plans. (LU 3003735).
1173,6073820-CN,Single Family/Duplex,2005-11-17,2007-08-27,"Establish use as duplex. Construct 1 duplex with att. garages, per plans.(LU 3003735)"
1174,6067245-CN,Single Family/Duplex,2005-11-17,2008-02-29,"establish use for a duplex and construct a 2-unit townhouse duplex, per plans"
1175,6079163-CN,Single Family/Duplex,2005-11-17,2008-03-11,"establish use for a duplex and construct a 2-unit townhouse duplex, per plans"
1176,6067795-CN,Single Family/Duplex,2005-11-16,2007-04-12,"Connstruct new duplex townhouse building and establish use as townhouses, per plans."
1177,6072626-CN,Multifamily,2005-11-10,2006-12-21,Establish use as and construct new duplex townhouses w/ attached garage per plan.
1178,6074504-CN,Multifamily,2005-11-10,2006-12-21,Establish use as and construct new duplex townhouses w/ attached garage per plan.
1179,6078359-CN,Multifamily,2005-11-09,2008-04-02,Establish use as townhouse and construct new 2-family dwelling (northeast duplex) with attached garages per plans.(review and processing for 4 A/Ps under 6071290)
1180,6078362-CN,Multifamily,2005-11-09,2008-04-02,Establish use as townhouse and construct new 2-unit dwelling (southeast duplex) with attached garages per plans.(review and processing for 4 A/Ps under 6071290)
1181,6078363-CN,Multifamily,2005-11-09,2008-04-02,Establish use as townhouse and construct new 2-family dwelling (southwest duplex) with attached garages per plans.(review and processing for 4 A/Ps under 6071290)
1182,6074488-CN,Multifamily,2005-11-09,2007-07-23,Establish use as duplex and construct new duplex townhouse with attached garage parking.
1183,6071290-CN,Multifamily,2005-11-09,2008-04-15,Establish use as townhouse and construct new 2-family dwelling (northwest duplex) with attached garages per plans. (review and processing for 4 A/Ps under 6071290)
1184,6072902-CN,Single Family/Duplex,2005-11-08,2007-07-09,"Establish use as duplex and construct new three story duplex with attached garage, per plan"
1185,6071285-CN,Single Family/Duplex,2005-11-08,2006-12-15,"Establish use as duplex and construct new 3 story duplex with attached garage, per plan"
1186,6077891-CN,Multifamily,2005-11-04,2006-12-21,Construct new 3- story duplex townhome structure (north) w/ attached garages per plan.
1187,6072540-CN,Single Family/Duplex,2005-11-03,2007-07-09,Construct new 3 story duplex townhouse structures with attached garages per plan
1188,6075709-CN,Single Family/Duplex,2005-11-03,2007-07-09,Construct new 3 story duplex townhouse structures with attached garages per plan
1189,6073801-CN,Multifamily,2005-11-03,2006-12-21,Construct new 3- story duplex townhome structure (south) w/ attached garages per plan.
1190,6071320-CN,Single Family/Duplex,2005-11-03,2007-04-06,Construct new 3-story duplex townhouse structure with attached garages per plan.
1191,6072544-CN,Single Family/Duplex,2005-11-03,2007-04-06,Construct new 3-story duplex townhouse structure with attached garages per plan.
1192,6072549-CN,Single Family/Duplex,2005-10-26,2007-07-09,Constructnew 3 story duplex townhouse structure with attached garages per plan. LBA:3003033
1193,6074344-CN,Single Family/Duplex,2005-10-26,2007-11-06,Construct new  3 story duplex townhouse structure with attached garages per plan. LBA: 3003033.
1194,6074351-CN,Multifamily,2005-10-25,2007-03-21,Establish use as townhouses; construct new 3-story duplex townhouse with attached garage per plan
1195,6072679-CN,Multifamily,2005-10-25,2007-03-21,Establish use as townhouses; construct new 3-story duplex townhouse with attached garage per plan
1196,6072539-CN,Single Family/Duplex,2005-10-24,2006-11-27,Construct new 3-story duplex townhouse structure w/attached garages per plan
1197,6074346-CN,Single Family/Duplex,2005-10-24,2006-11-14,Construct new 3-story duplex townhouse structure w/attached garages per plan.
1198,6067703-CN,Single Family/Duplex,2005-10-21,2007-04-12,"Construct duplex townhouse building and establish use as townhouses, per plans (Demo under 6067671)."
1199,6067442-CN,Single Family/Duplex,2005-10-12,2007-02-13,"Establish use as duplex townhouse.Construct Duplex townhouse with attached garages,per plans-added egress/ingress easment over south side of bldg 1 unit B open space"
1200,6068822-CN,Single Family/Duplex,2005-10-07,2007-12-07,Construct a new duplex townhouse structure with attached garages per plan. (South Bldg.)
1201,6073013-CN,Single Family/Duplex,2005-09-29,2006-08-21,Construct two-story duplex. Per Plan
1202,6069996-CN,Single Family/Duplex,2005-09-29,2006-10-10,Establish use as Duplex and construct two new duplex townhouses per plan.
1203,6071228-CN,Single Family/Duplex,2005-09-29,2008-05-06,Establish townhouse use (2-units) and construct new duplex per plan
1204,6071347-CN,Single Family/Duplex,2005-09-29,2006-11-03,Establish use as and construct new townhouse duplex per plan.
1205,6070828-CN,Single Family/Duplex,2005-09-29,2006-08-21,Construct two-story duplex. Per Plan
1206,6071227-CN,Single Family/Duplex,2005-09-29,2008-08-05,Establish Townhouse (2-units) use and construct duplex per plan.
1207,6072751-CN,Single Family/Duplex,2005-09-29,2006-08-28,Establish townhouse (2-units) use and construct duplex per plan
1208,6072710-CN,Single Family/Duplex,2005-09-29,2008-08-05,Establish Townhouse (2-units( use and construct duplex per plan.
1209,6072196-CN,Multifamily,2005-09-26,2007-05-04,Establish townhouse (2-units) use and construct 3-story duplex per plan.
1210,6072197-CN,Multifamily,2005-09-26,2007-10-10,Establish townhouse (2-units) use and construct 3-story duplex per plan.
1211,6070931-CN,Single Family/Duplex,2005-09-19,2010-02-04,Establish use as townhouse and construct a 2-unit duplex with attached garage (West triplex building this permit) (review and processing for 2 APs under 6070927 per plan.
1212,6071256-CN,Multifamily,2005-09-16,2006-08-11,"Establish use as duplex townhome and construct new 3-story (2) unit duplex townhome with attached garage, per plan."
