,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
623,6168639-CN,Single Family/Duplex,2008-01-30,2009-12-14,Construct west duplex this permit. (Establish use as and construct 2 duplex townhouse with attached garages per plot plan)  Review and processing for 2 ap under 6163165.
624,6164920-CN,Single Family/Duplex,2008-01-29,2009-01-22,Construct West duplex this permit. (Establish use and construct 2 duplex townhomes with attached garages per plan). Review and processing for 2 ap under 6144920.
625,6168450-CN,Single Family/Duplex,2008-01-29,2009-01-22,Construct East duplex this permit. (Establish use and construct 2 duplex townhomes with attached garages per plan). Review and processing for 2 ap under 6144920..
626,6166168-CN,Single Family/Duplex,2008-01-29,2009-08-24,"Construct a duplex with attached garages, per plan. (Establish use as an R-3 duplex and single family residence and construct a duplex and single family residence with attached garages). Review and processing for 2 A/P's under 6166168."
627,6168526-CN,Single Family/Duplex,2008-01-29,2009-08-24,Construct a single family residence with attached garage. (Establish use as an R-3 duplex and single family residence and construct a duplex and single family residence with attached garages). Review and processing for 2 A/P's under 6166168.
628,6168390-CN,Single Family/Duplex,2008-01-28,2010-03-02,"Construct (1) single family dwelling (east bldg) with attached garage, per plan. (Establish use and construct one duplex structure and one single family dwelling per plan.) (Review and processing for 2 A/Ps under 6159129.)"
629,6168308-CN,Single Family/Duplex,2008-01-28,2009-12-24,Establish use as a Townhouse and construct duplex residence per plan. (Review and processing for 2 A/P's under 6138241)
630,6159129-CN,Single Family/Duplex,2008-01-28,2010-03-02,"Construct one two-family dwelling (west bldg) with attached garages, per plan. (Establish use and construct one duplex structure and one single family dwelling per plan.) (Review and processing for 2 A/Ps under 6159129.)"
631,6166586-CN,Multifamily,2008-01-17,2009-08-24,Construct West single family residence.  (Establish use as and construct one new single family dwelling and 1 duplex townhouse with attached garages per plan. Review and processing for 2 a/p under 6164175.
632,6067113-CN,Single Family/Duplex,2008-01-15,2010-06-01,Construct South duplex this permit. (Establish use as and construct 2 duplexes  with surface parking per plan.)  Review and processing for 2ap under 6067113.
633,6167034-CN,Single Family/Duplex,2008-01-15,2010-06-01,Construct north duplex this permit. Establish use as and construct two duplexes  with surface parking per plan.  Review and processing for 2 permits under 6067113.
634,6118193-CN,Single Family/Duplex,2008-01-14,2011-06-28,Establish and Construct 2-Unit (Duplex) Townhouse per plan.
635,6157771-CN,Single Family/Duplex,2008-01-03,2010-06-04,Construct East duplex this permit.  (Establish use as and construct 2 duplex townhomes with attached garages per plan / Review + processing 2 ap under 6149906.)
636,6149906-CN,Single Family/Duplex,2008-01-03,2010-06-04,Construct West duplex this permit.  (Establish use as and construct 2 duplex townhomes with attached garages per plan / Review + processing 2 ap under 6149906.)
637,6162345-CN,Single Family/Duplex,2008-01-03,2009-02-13,"Construct East sfr, establish use and construct new single family and new duplex townhouse both with attached garage per plan. Review and process 2 AP's under #6162345"
638,6165826-CN,Multifamily,2008-01-03,2009-02-13,"Construct West Duplex, Establish use and construct new single family and new duplex townhouse both with attached garage per plan. Review and process 2 AP's under #6162345"
639,6153371-CN,Single Family/Duplex,2007-12-15,2009-05-21,"Construct north duplex (Establish use and construct new single family residence and one 2-unit townhouse, both with attached garages per plan. Review and process two A/P's under 6153371)."
640,6153380-CN,Single Family/Duplex,2007-12-14,2009-05-21,Construct north duplex (Establish use as townhouse and construct two 2-unit townhouses with attached garages per plan. Review and process two A/P's under 6153380).
641,6164150-CN,Single Family/Duplex,2007-12-13,2009-05-21,Construct south duplex (Establish use as townhouse and construct two 2-unit townhomes with attached garages per plan. Review and process two A/P's under 6153380).
642,6157813-CN,Single Family/Duplex,2007-12-12,2009-07-23,Establish use and construct East duplex this permit.  Establish use as and construct 3 duplex tounhouses with 6 surface parking per plan.  Review and processing for 3 ap under 6157813.
643,6153375-CN,Single Family/Duplex,2007-12-12,2009-05-21,Establish use as multifamily structures.  Remove detached garage and construct two duplexes with attached garages per plans.  (Routing and processing under 6153375).
644,6164009-CN,Single Family/Duplex,2007-12-12,2009-07-23,Establish use and construct Middle duplex this permit.  Establish use as and construct 3 duplex tounhouses with 6 surface parking per plan.  Review and processing for 3 ap under 6157813.
645,6164010-CN,Single Family/Duplex,2007-12-12,2009-07-23,Establish use and construct West duplex this permit.  Establish use as and construct 3 duplex tounhouses with 6 surface parking per plan.  Review and processing for 3 ap under 6157813.
646,6164017-CN,Single Family/Duplex,2007-12-12,2009-05-21,Establish use as multifamily structures.  Remove detached garage and construct two duplexes with attached garages per plans.  (Routing and processing under 6153375).
647,6153394-CN,Single Family/Duplex,2007-12-11,2010-03-31,Construct one single family residence with an attached garage and occupy per plan. (Establish use and construct one single family residence and one duplex with attached garages and occupy per plan. Review and processing for 2 A/P's under 6153394).
648,6064698-CN,Single Family/Duplex,2007-12-11,2011-02-08,Construct East duplex this permit.  Establish use as and construct 2 duplex townhomes and 1 detached 2-car garage and 2 surface parking per plan.  review and processing for 2 ap under 6064698.
649,6163843-CN,Single Family/Duplex,2007-12-11,2011-02-07,Construct West duplex this permit.  Establish use as and construct 2 duplex townhomes and 1 detached 2-car garage and 2 surface parking per plan.  review and processing for 2 ap under 6064698.
650,6155314-CN,Single Family/Duplex,2007-12-11,2009-02-26,Establish use and construct new duplex townhome (north duplex). (Establish use and construct (2) new duplex townhomes per Standard Plan 6111904). Reviews and processing for 2 AP#'s under 6155314.
651,6163811-CN,Single Family/Duplex,2007-12-11,2009-02-26,Establish use and construct new duplex townhome (south duplex). (Establish use and construct (2) new duplex townhomes per Standard Plan 6111904). Reviews and processing for 2 AP#'s under 6155314.
652,6163600-CN,Single Family/Duplex,2007-12-11,2010-03-31,Construct one duplex with an attached garage and occupy per plan. (Establish use and construct one single family residence and one duplex with attached garages and occupy per plan. Review and processing for 2 A/P's under 6153344).
653,6143878-CN,Multifamily,2007-12-07,2009-04-14,Construct west sfr (Establish use as townhouses + sfr and construct 3 duplexes + 2 one-family dwellings per plan / review and process 5 AP's under 6125210).
654,6163588-CN,Single Family/Duplex,2007-12-07,2009-02-02,Construct South duplex townhouse this permit per standard plan 6111904.  (Establish use and construct 2 duplex townhomes with attached garages.)  Review and processing for 2 a/p under 6155278.
655,6155278-CN,Single Family/Duplex,2007-12-07,2009-03-06,Construct North duplex townhouse this permit per standard plan 6111904.  (Establish use and construct 2 duplex townhomes with attached garages.)  Review and processing for 2 a/p under 6155278.
656,6158833-CN,Single Family/Duplex,2007-12-06,2011-10-07,"Establish use and construct north duplex per plan. (Establish use as townhouse and construct two 2-unit townhomes with attached garages per plan. Review and process 2 A/P's under 6158833) 3/10/2011 PR project # 6263952 Reestablish 6158833, revise per current codes (SBC 2006)"
657,6163401-CN,Single Family/Duplex,2007-12-06,2011-09-30,"Establish use and construct south duplex per plan (Establish use as townhouse and construct two 2-unit townhomes with attached garages per plan. Review and process 2 A/P's under 6158833).3/10/2011 PR Project # 6263957 Reestablish 6163401, revise per current codes (SBC 2006)"
658,6161833-CN,Single Family/Duplex,2007-11-29,2009-03-06,Establish use and construct Southwest single family residence with attached garage per plan. (Construct (1) duplex structure and surface parking and (2) new single family residences with surface parking per plan.  Review and Processing under A/P# 6119951)
659,6161832-CN,Single Family/Duplex,2007-11-29,2009-03-06,Establish use and construct Southeast single family residence with surface parking per plan (Construct (1) duplex structure and surface parking and (2) new single family residences with surface parking per plan.  Review and Processing under A/P# 6119951)
660,6157135-CN,Multifamily,2007-11-21,2010-12-27,"Establish use and construct (1) west new duplex townhouse building per plan (Construct (1) new duplex townhouse building and (2) stand-alone, ground-related housing units each with enclosed garage parking (Review and processing done under 6157135)"
661,6161996-CN,Multifamily,2007-11-21,2010-12-27,"Establish use and onstruct (2) stand-alone, ground-related housing units each with enclosed garage parking ((Construct (1) new duplex townhouse building and (2) stand-alone, ground-related housing units each with enclosed garage parking (Review and processing done under 6157135)"
662,6161995-CN,Multifamily,2007-11-21,2011-01-28,"Establish use and onstruct (2) stand-alone, ground-related housing units each with enclosed garage parking ((Construct (1) new duplex townhouse building and (2) stand-alone, ground-related housing units each with enclosed garage parking (Review and processing done under 6157135)"
663,6119951-CN,Single Family/Duplex,2007-11-20,2009-04-20,Establish use and construct North duplex structure with one unit with surface parking per plan (Construct (1) duplex structure and surface parking and (2) new single family residences with surface parking per plan.  Review and Processing under A/P# 6119951)
664,6152158-CN,Single Family/Duplex,2007-11-19,2009-12-16,Establish use and construct two new duplex townhouses per plan. (Review and processing under 6152158). Construct new west townhouse per plan this permit.  Construct per standard plan 753450.***Revision - Alter rooflines and window placement on two duplexes*****.
665,6161462-CN,Single Family/Duplex,2007-11-19,2009-12-16,Establish use and construct two new duplex townhouses per plan. (Review and processing under 6152158). Construct new east townhouse per plan this permit.  Construct per standard plan 753450.
666,6161219-CN,Single Family/Duplex,2007-11-15,2012-08-14,Construct East duplex townhouse this permit.  Establish use and construct 2 duplex townhomes with 4 surface parking. (Review and processing for 2 ap under 6147639.)
667,6147639-CN,Single Family/Duplex,2007-11-15,2012-08-14,Construct West duplex townhouse this permit.  Establish use and construct 2 duplex townhomes with 4 surface parking. (Review and processing for 2 ap under 6147639.)
668,6154467-CN,Single Family/Duplex,2007-10-30,2009-11-17,Establish use and construct one single family residence per plan. (Establish use and construct one detached single family dwelling and one duplex townhouse per plan. Review and processing for two A/P's under 6154467).
669,6151069-CN,Single Family/Duplex,2007-10-26,2011-01-28,Establish use and construct one duplex townhouse per plan. (Establish use as townhouses and single family; Construct one detached single family dwelling per plan and one duplex townhouse per plan. Review and processing for two A/P's under 6151069).
670,6159026-CN,Single Family/Duplex,2007-10-26,2009-09-11,Establish use and construct one duplex townhouse per plan. (Establish use and construct one detached single family dwelling and one duplex townhouse per plan. Review and processing for two A/P's under 6154467).
671,6158900-CN,Single Family/Duplex,2007-10-26,2011-02-02,Establish use and construct one detached single family dwelling per plan. (Establish use as townhouses and single family; Construct one detached single family dwelling per plan and one duplex townhouse per plan. Review and processing for two A/P's under 6151069).
672,6116205-CN,Single Family/Duplex,2007-10-25,2008-12-15,"Construct a duplex with attached garage, per plan.(Establish use and construct a duplex and a single family residence with attached garage per plan. Review and processing under 6116205)."
673,6158823-CN,Single Family/Duplex,2007-10-25,2008-12-15,"Construct a single family residence with attached garage, per plan. (Establish use and construct a duplex and a single family residence with attached garage per plan. Review and processing under 6116205)."
674,6152065-CN,Single Family/Duplex,2007-10-24,2009-11-13,Construct West 2-unit duplex with attached garage. (Establish use and construct (2) 2-unit duplex with attached garages. Review and Processing done under A/P 6152065).
675,6158577-CN,Single Family/Duplex,2007-10-24,2009-11-13,Construct EAst 2-unit duplex with attached garage. (Establish use and construct (2) 2-unit duplex with attached garages. Review and Processing done under A/P 6152065)
676,6157523-CN,Multifamily,2007-10-23,2009-03-17,Construct North 2-unit duplex per plan (Establish as townhouses and single family construct (2) 2-unit townhouse and (1) single family dwelling with attached garages. Review and processing for 3 A/P's under 6134908)
677,6134908-CN,Multifamily,2007-10-23,2009-03-17,Construct South 2-unit duplex per plan (Establish as townhouses and single family construct (2) 2-unit townhouse and (1) single family dwelling with attached garages. Review and processing for 3 A/P's under 6134908)
678,6138501-CN,Multifamily,2007-10-11,2010-01-08,"Constrcut 3-story duplex (north) per plan (Establish use as townhouse, Construct 2 2-unit duplex with attached garage per plan. Review and Process for 2 A/P under 6138501)"
679,6151430-CN,Single Family/Duplex,2007-10-10,2009-01-08,"Establish use as a multifamily dwelling. Construct one duplex (south building) with attached garage. (Construct two duplexes with attached garages. Review and processing under 6151430), per plans."
680,6156785-CN,Single Family/Duplex,2007-10-09,2009-01-08,"Establish use as a multifamily dwelling. Construct one duplex (north building) with attached garage. (Construct two duplexes with attached garages. Review and processing under 6151430), per plans."
681,6109755-CN,Single Family/Duplex,2007-09-30,2009-03-11,Establish use for and construct Associate - east duplex (Review/Process 2 APs under primary 6106199).
682,6154904-CN,Single Family/Duplex,2007-09-24,2009-12-29,Establish us as duplex and construct NW duplex townhouse this permit.  Construct 4 duplex townhomes with attached garage per plan.  Review and processing for 3 ap under 6148840.
683,6150657-CN,Single Family/Duplex,2007-09-24,2018-02-15,"Construct east duplex structure per plan. (Establish use as 2 residential units, construct one duplex per plans, and convert one triplex to duplex. Review and processing for 2 APs done under 6150657)reestablished and revised under 6238841"
684,6148840-CN,Single Family/Duplex,2007-09-24,2009-12-29,Establish use as duplex and construct SW duplex townhouse this permit.  Construct 4 duplex townhomes with attached garage per plan.  Review and processing for 3 ap under 6148840.
685,6154905-CN,Single Family/Duplex,2007-09-24,2009-12-30,Establish us as duplex and construct SE duplex townhouse.  Construct 4 duplex townhomes with attached garage per plan.  Review and processing for 3 ap under 6148840.
686,6154906-CN,Single Family/Duplex,2007-09-24,2009-12-29,Construct NE duplex townhouse.  Construct 4 duplex townhomes with attached garage per plan.  Review and processing for 3 ap under 6148840.
687,6148067-CN,Single Family/Duplex,2007-09-21,2009-03-23,"Construct 3-story single family residence (SE) per plan. (Establish use as single family residence & townhouse, Construct 2 SFR's & 1 Duplex w/ attached garages per plan. Review & Process for 3 ap's under 6148067.)"
688,6154764-CN,Single Family/Duplex,2007-09-21,2009-03-23,"Construct 3-story Duplex (WEST) per plan. (Establish use as single family residence & townhouse, Construct 2 SFR's & 1 Duplex w/ attached garages per plan. Review & Process for 3 ap's under 6148067.)"
689,6154763-CN,Single Family/Duplex,2007-09-21,2009-03-23,"Construct 3-story single family residence (NE) per plan. (Establish use as single family residence & townhouse, Construct 2 SFR's & 1 Duplex w/ attached garages per plan. Review & Process for 3 ap's under 6148067.)"
690,6154453-CN,Single Family/Duplex,2007-09-20,2010-02-09,Construct SE duplex this permit.  (Construct (4) 2-unit duplex townhouses with attached garages and 2 addl open parking spaces per plan.)  Review and process for 4 ap unmder 6140872.
691,6141196-CN,Single Family/Duplex,2007-09-20,2009-06-04,Establish use for single family residence and construct one family dwelling (SW bldg) per plan. (Construct 2 new single family residence and 1 duplex townhouse with open air parking) (Review and Processing for 3 A/P's under 6141196).
692,6154612-CN,Single Family/Duplex,2007-09-20,2009-03-20,Establish use as townhouses and construct a two-family dwelling (SE Duplex) per plan. (Construct 2 new single family residence and 1 duplex townhouse with open air parking) (Review and Processing for 3 A/P's under 6141196).
693,6154454-CN,Single Family/Duplex,2007-09-20,2010-02-09,Construct SW duplex this permit.  (Construct (4) 2-unit duplex townhouses with attached garages and 2 addl open parking spaces per plan.)  Review and process for 4 ap unmder 6140872.
694,6140872-CN,Single Family/Duplex,2007-09-20,2010-02-09,Construct NW duplex this permit.  (Construct (4) 2-unit duplex townhouses with attached garages and 2 addl open parking spaces per plan.)  Review and process for 4 ap unmder 6140872.
695,6154611-CN,Single Family/Duplex,2007-09-20,2009-09-03,Establish use for single family residence and construct one family residence (NW bldg) per plan. (Construct 2 new single family residence and 1 duplex townhouse with open air parking) (Review and Processing for 3 A/P's under 6141196).
696,6154452-CN,Single Family/Duplex,2007-09-20,2010-02-09,Construct NE duplex this permit.  (Construct (4) 2-unit duplex townhouses with attached garages and 2 addl open parking spaces per plan.)  Review and process for 4 ap unmder 6140872.
697,6134861-CN,Single Family/Duplex,2007-09-14,2010-03-23,Establish use as duplex and construct a 2-unit duplex townhouse with attached garage per plans.
698,6095515-CN,Single Family/Duplex,2007-09-10,2008-12-16,Construct Duplex per plan.
699,6152704-CN,Multifamily,2007-09-05,2008-11-07,"Construct East duplex townhouse with attached garage.(Establish use as and construct 2 duplex townhouses with attached garages, per plans. Review and processing for 2 A/P's under primary)."
700,6145281-CN,Multifamily,2007-09-05,2009-06-10,"Construct west duplex townhouse with attached garage. (Establish use as and construct 2 duplex townhouses with attached garages, per plans. Review and processing for 2 A/P's under primary)."
701,6138146-CN,Single Family/Duplex,2007-09-05,2008-12-08,Construct middle duplex townhouse this permit.  Establish use and construct (3) duplex townhouses with surface parking per plan.  Review and processing for 3 ap under 6138146.
702,6152771-CN,Single Family/Duplex,2007-09-05,2009-12-23,Construct West duplex townhouse this permit.  Establish use and construct (3) duplex townhouses with surface parking per plan.  Review and processing for 3 ap under 6138146.
703,6152772-CN,Single Family/Duplex,2007-09-05,2009-07-02,Construct East duplex townhouse this permit.  Establish use and construct (3) duplex townhouses with surface parking per plan.  Review and processing for 3 ap under 6138146.
704,6143378-CN,Single Family/Duplex,2007-09-04,2008-08-13,Establish use and construct 2-unit duplex structure with attached garage this permit (east) [Establish use and construct (2) 2-unit duplex structures with attached garages.  Project includes demolition of exixting SFR and detached garage.]  Process and route with No. 6143378.
705,6141188-CN,Single Family/Duplex,2007-09-04,2009-07-02,"Establish use and construct three 2 unit townhouses(East, West and Middle duplexes) with on site parking per plan) Construct middle two unit townhouse(all to be reviewed and processed under AP # 6141188)"
706,6152537-CN,Single Family/Duplex,2007-09-04,2008-08-12,Establish use and construct 2-unit duplex structure with attached garage this permit (west) [Establish use and construct (2) 2-unit duplex structures with attached garages.  Project includes demolition of exixting SFR and detached garage.]  Process and route with No. 6143378.
707,6152590-CN,Single Family/Duplex,2007-09-04,2008-12-15,"Establish use and construct three 2 unit townhouses(East, West and Middle duplexes) with on site parking per plan) Construct West two unit townhouse (all to be reviewed and processed under AP # 6141188)"
708,6152589-CN,Single Family/Duplex,2007-09-04,2009-07-02,"Establish use and construct three 2 unit townhouses(East, West and Middle duplexes) with on site parking per plan) Construct East two unit townhouse (all to be reviewed and processed under AP # 6141188)"
709,6092608-CN,Multifamily,2007-08-27,2016-05-26,"Construct single family dwelling with attached garage per plan.  Construct 1 single family dwelling, 1 duplex townhouse and (1) 4-unit townhouse with attached garages.  Review and processing for 3 ap under 6092608."
710,6151793-CN,Multifamily,2007-08-27,2014-04-10,"Construct (1) 4 unit tounhouse with attached garage per plan.  Construct 1 single family dwelling, 1 duplex townhouse and (1) 4-unit townhouse with attached garages.  Review and processing for 3 ap under 6092608."
711,6145760-CN,Single Family/Duplex,2007-08-21,2010-04-23,"Establish use as townhouse and construct duplex with attached garages, per plan.  Establish use as single family dwelling and construct single family dwelling with attached garage, per plans.  (Review and processing to be done under AP 6145760)."
712,6150900-CN,Multifamily,2007-08-20,2012-05-29,"Establish use for townhouses and construct two-family dwelling (east duplex) with attached garage, per plan. (Construct (2) duplex structures and (1) triplex). (Review and processing for 3 A/P's under #6143224.)"
713,6150901-CN,Multifamily,2007-08-20,2012-05-29,"Establish use for townhouses and construct 3-unit townhouse structure with attached garage, per plan. (Construct (2) duplex structures and (1) triplex). (Review and processing for 3 A/P's under #6143224.)"
714,6143224-CN,Multifamily,2007-08-20,2012-05-31,"Establish use for townhouses and construct two-family dwelling (west duplex) with attached garage, per plan. (Construct (2) duplex structures and (1) triplex). (Review and processing for 3 A/P's under #6143224.)"
715,6145512-CN,Single Family/Duplex,2007-08-16,2008-12-02,"Establish use and construct single family residence with attached garage, per plans.  Establish use as single family residence (N. bldg.) and duplex (S. bldg.). Review and processing for 2 AP's. under 6145512"
716,6150640-CN,Single Family/Duplex,2007-08-16,2008-12-02,"Establish use as duplex and construct duplex townhouse with attached garages, per plans."
717,6143519-CN,Single Family/Duplex,2007-08-15,2008-12-01,"Construct 2 duplexs and occupy per plan, East duplex with attAached garage(Establish use and construct 2 duplex buildings with attached garage/review and process for 2 AP's under # 6143519"
718,6150390-CN,Single Family/Duplex,2007-08-15,2008-11-18,"Construct 2 duplexs and occupy per plan, West duplex with attAached garage(Establish use and construct 2 duplex buildings with attached garage/review and process for 2 AP's under # 6143519)"
719,6149633-CN,Multifamily,2007-08-08,2009-02-06,Establish use and construct one duplex per plans. (Establish use as a multifamily and construct 1 duplex and 2 single family residece with attached garages.  Review and Processing done under A/P 6144214)
720,6149632-CN,Multifamily,2007-08-08,2009-01-23,Establish use and construct one single family residence per plans. (Establish use as a multifamily and construct 1 duplex and 2 single family residece with attached garages.  Review and Processing done under A/P 6144214)
721,6144214-CN,Multifamily,2007-08-08,2009-01-23,Establish use and construct one single family residence per plans. (Establish use as a multifamily and construct 1 duplex and 2 single family residece with attached garages.  Review and Processing done under A/P 6144214)
722,6073845-CN,Single Family/Duplex,2007-08-07,2010-11-22,Establish use and construct a duplex with two surface parking spaces per plan.
723,6148426-CN,Single Family/Duplex,2007-07-30,2012-10-10,Establish use as duplex townhouse and construct 2 new duplex townhouse with attached garages per plans. (Review and processing for two A/P under 6142810). (East Duplex building this permit).
724,6142810-CN,Single Family/Duplex,2007-07-30,2012-10-12,Establish use as duplex townhouse and construct 2 new duplex townhouse with attached garages per plans. (Review and processing for two A/P under 6142810). (West Duplex building this permit).
725,6148140-CN,Single Family/Duplex,2007-07-26,2008-11-17,"Construct a new 2-unit detached duplex(bldg 2) with roof decks, per plans (Establish use for multifamily structures and construct (2) 2-unit dwellings with surface parking/review and process for 2-AP's under AP# 6110490)."
726,6147935-CN,Multifamily,2007-07-25,2009-04-30,"Construct single family residence per plan (Construct one single family residence and one duplex, review and processing for 2 AP's under 6122306)."
727,6122306-CN,Multifamily,2007-07-25,2009-04-30,"Establish use as multifamily with 4 surface parking spots and construct duplex townhomes per plan (Construct one single family residence and one duplex, review and processing for 2 AP's under 6122306)."
728,6147410-CN,Single Family/Duplex,2007-07-23,2009-07-14,Establish use and construct (2) duplex tounhouses with atttached garage per plan.  North duplex tounhouse under this permit.  (Review and processing for 2 ap under 6137544).
729,6137544-CN,Single Family/Duplex,2007-07-20,2009-07-13,Establish use and construct (2) duplex tounhouses with atttached garage per plan.  South duplex tounhouse under this permit.  (Review and processing for 2 ap under 6137544).
730,6147379-CN,Single Family/Duplex,2007-07-20,2009-05-28,Establish use for townhouses and construct (2) two-family dwellings with attached garages per plan. West duplex structure only this permit. (Review and processing under 6139733).
731,6139733-CN,Single Family/Duplex,2007-07-20,2009-05-28,Establish use for townhouses and construct (2) two-family dwellings with attached garages per plan. East duplex structure only this permit. (Review and processing under 6139733).
732,6147029-CN,Multifamily,2007-07-18,2008-09-19,Construct NE Duplex per plan(Establish use and construct (2) single family residences and (2) duplex town houses with attached garages/ review and process for 4 APs under 6139729)
733,6109747-CN,Single Family/Duplex,2007-07-18,2009-04-20,Construct (1) new single family residence and (1) 2-unit townhouse structure both with attached garages per plan (Review/Process 2 APs under primary 6106198). (East duplex this permit).
734,6147031-CN,Multifamily,2007-07-18,2008-08-18,Construct NW single family residence per plan(Establish use and construct (2) single family residences and (2) duplex town houses with attached garages/ review and process for 4 APs under 6139729)
735,6147030-CN,Multifamily,2007-07-18,2008-09-25,Construct SE duplex  per plan(Establish use and construct (2) single family residences and (2) duplex town houses with attached garages/ review and process for 4 APs under 6139729)
736,6139729-CN,Single Family/Duplex,2007-07-18,2008-09-19,Construct SW single family residence per plan(Establish use and construct (2) single family residences and (2) duplex town houses with attached garages/ review and process for 4 APs under 6139729)
737,6089980-CN,Single Family/Duplex,2007-07-10,2009-02-13,Establish use as and construct one three-story duplex townhouse with attached garage per plan. (review and processing under Primary 6075514)
738,6139690-CN,Single Family/Duplex,2007-07-09,2008-07-23,Establish use and construct duplex dwelling per standard plan # 6103249
739,6140602-CN,Single Family/Duplex,2007-07-09,2009-02-23,"Establish use and construct duplex dwellings with attached carport, per plan."
740,6141294-CN,Single Family/Duplex,2007-07-06,2009-02-18,Construct South duplex with attached garage.  Establish use and construct (2)  townhouse with attached garage.  Review and processing for two a/p under 6141294.
741,6145736-CN,Single Family/Duplex,2007-07-06,2009-02-18,Construct North duplex with attached garage.  Establish use and construct (2)  townhouse with attached garage.  Review and processing for two a/p under 6141294.
742,6132517-CN,Multifamily,2007-07-02,2010-03-29,Construct (1) single family duplex (establish use as a 2-unit townhouse and 3-unit townhouse).  Review and processing done under A/P# 6132517.
743,6144824-CN,Multifamily,2007-06-28,2008-08-13,Construct 3 story one family dwelling(East)per plan(Establish use as single family residence and town house and construct one duplex and one single family residence with attached garage per plan)(Review and processing for 2 ap's under 6140821)
744,6140821-CN,Multifamily,2007-06-28,2008-08-13,Construct 3 story duplex(west)per plan(Establish use as single family residence and townhouse and construct one duplex and one single family residence with attached garage per plan/Review and processing for 2 ap's under 6140821)
745,6136042-CN,Multifamily,2007-06-26,2009-03-27,Construct one duplex with attached garage. Establish use as 4 dwelling units with 4 parking spots (Review and processing for both projects under 6136042)
746,6144506-CN,Multifamily,2007-06-26,2009-03-27,Construct one duplex with attached garage. Establish use as 4 dwelling units with parking (Routing and processing for both projects under A/P # 6136043)
747,6144496-CN,Multifamily,2007-06-26,2009-03-27,Construct one duplex with attached garage. Establish use as 4 dwelling units with 4 parking spots (Review and processing for both projects under 6136042)
748,6136043-CN,Multifamily,2007-06-26,2009-03-27,Construct one duplex with attached garage. Establish use as 4 dwelling units with parking (Routing and processing for both projects under A/P # 6136043)
749,6143879-CN,Multifamily,2007-06-21,2009-04-14,Construct east sfr (Establish use as townhouses + sfr and construct 3 duplexes + 2 one-family dwellings per plan / review and process 5 AP's under 6125210).
750,6125210-CN,Multifamily,2007-06-21,2009-04-14,Construct north duplex (Establish use as townhouses + sfr and construct 3 duplexes + 2 one-family dwellings per plan / review and process 5 AP's under 6125210).
751,6143876-CN,Multifamily,2007-06-21,2009-04-14,Construct west duplex (Establish use as townhouses + sfr and construct 3 duplexes + 2 one-family dwellings per plan / review and process 5 AP's under 6125210).
752,6143877-CN,Multifamily,2007-06-21,2009-04-14,Construct east duplex (Establish use as townhouses + sfr and construct 3 duplexes + 2 one-family dwellings per plan / review and process 5 AP's under 6125210).
753,6125234-CN,Single Family/Duplex,2007-06-20,2009-04-16,Establish use and construct townhouse duplex with attached garage SE bldg this permit.  (Establish use and construct 4 townhouse duplex dwellings with attached garage per plan).  Review and processing for 4 ap under 6125234.  Project includes demo of 2 sfr and accessory structures.
754,6135096-CN,Multifamily,2007-06-20,2009-02-25,Construct West SFR (Establish use and construct 1 new single family residence and 1 duplex townhouse with attached garages per plan / Review + Process 2 APs under 6135096).
755,6143893-CN,Single Family/Duplex,2007-06-20,2009-04-16,Establish use and construct townhouse duplex with attached garage NW bldg this permit.  (Establish use and construct 4 townhouse duplex dwellings with attached garage per plan).  Review and processing for 4 ap under 6125234.  Project includes demo of 2 sfr and accessory structures.
756,6143895-CN,Single Family/Duplex,2007-06-20,2009-04-16,Establish use and construct townhouse duplex with attached garage NE bldg this permit.  (Establish use and construct 4 townhouse duplex dwellings with attached garage per plan).  Review and processing for 4 ap under 6125234.  Project includes demo of 2 sfr and accessory structures.
757,6143894-CN,Single Family/Duplex,2007-06-20,2009-04-16,Establish use and construct townhouse duplex with attached garage SW bldg this permit.  (Establish use and construct 4 townhouse duplex dwellings with attached garage per plan).  Review and processing for 4 ap under 6125234.  Project includes demo of 2 sfr and accessory structures.
758,6125215-CN,Single Family/Duplex,2007-06-19,2009-04-23,"Construct(bldg.1) single family dwelling with attached garage, per plan. Construct 4 single family dwelling and 2 duplex with attached garages.  (Review and processing for 6 a/p under 6125215)."
759,6143711-CN,Single Family/Duplex,2007-06-19,2009-04-23,"Construct(bldg.5) duplex with attached garage, per plan. Construct 4 single family dwelling and 2 duplex with attached garages.  (Review and processing for 6 a/p under 6125215)."
760,6143708-CN,Single Family/Duplex,2007-06-19,2009-04-16,"Construct(bldg.2) single family dwelling with attached garage, per plan. Construct 4 single family dwelling and 2 duplex with attached garages.  (Review and processing for 6 a/p under 6125215)."
761,6143683-CN,Single Family/Duplex,2007-06-19,2008-11-05,"Establish use and construct duplex townhouse with attached garages, per plans.  North building.  Establish duplex as standard plans."
762,6143742-CN,Multifamily,2007-06-19,2009-02-25,Construct East Duplex (Establish use and construct 1 new single family residence and 1 duplex townhouse with attached garages per plan / Review + Process 2 APs under 6135096).
763,6143712-CN,Single Family/Duplex,2007-06-19,2009-04-23,"Construct(bldg.6) duplex with attached garage, per plan. Construct 4 single family dwelling and 2 duplex with attached garages.  (Review and processing for 6 a/p under 6125215)."
