,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
2337,6347891-CN,Multifamily,2013-09-10,2015-11-04,"Construct west single family residence, per plan. (Establish use as and construct two single family residence and establish use as live-work and construct one two unit live-work structure, per plans/ Review and processing for 3 AP's under 6347891.)"
2338,6375270-CN,Single Family/Duplex,2013-09-10,2014-09-17,"Establish use as and construct single family residence with attached garage, and occupy, per plan."
2339,6382243-CN,Multifamily,2013-09-10,2015-11-10,"Construct east two unit-work structure, per plan. (Establish use as and construct two single family residence and establish use as live-work and construct one two unit live-work structure, per plans/ Review and processing for 3 AP's under 6347891.)"
2340,6362494-CN,Single Family/Duplex,2013-09-09,2015-06-15,"Primary - Establish use as and construct single family residence with attached garage, per plan(Unit 1 this permit). (Establish use as and construct 4 single family residences with attached garages, per plan - 4APs under 6362494)"
2341,6371509-CN,Single Family/Duplex,2013-09-09,2015-01-21,"Establish use as and construct single family residence with attached garage, per plan."
2342,6381214-CN,Multifamily,2013-09-09,2015-04-06,"Establish use as and construct single family residence with attached garage, per plan (Unit 7 this permit). (Establish use as and construct 4 single family residences with attached garages, per plan - 4APs under 6362494)"
2343,6381213-CN,Multifamily,2013-09-09,2015-03-20,"Establish use as and construct single family residence with attached garage, per plan (Unit 6 this permit). (Establish use as and construct 4 single family residences with attached garages, per plan - 4APs under 6362494)"
2344,6381215-CN,Multifamily,2013-09-09,2015-07-06,"Establish use as and construct single family residence with attached garage, per plan (Unit 8 this permit). (Establish use as and construct 4 single family residences with attached garages, per plan - 4APs under 6362494)"
2345,6377000-CN,Single Family/Duplex,2013-09-06,2014-06-27,Establish use as and Construct new single family residence with attached garage/per plan.
2346,6355354-CN,Single Family/Duplex,2013-09-05,2014-09-18,"Establish use as and construct single family residence with attached garage, per plan"
2347,6369019-CN,Multifamily,2013-09-05,2015-11-18,"Establish use as and construct single family residence (West) and occupy, per plan. (Establish use as and construct live work building and two single family residence with surface parking, per plan - processing for 3 AP's under 6369019) Review under 2009 SRC"
2348,6381195-CN,Multifamily,2013-09-05,2015-12-08,"Establish use as and construct two unit live work building and occupy, per plan. (Establish use as and construct live work building and two single family residence with surface parking, per plan - processing for 3 AP's under 6369019)Review under 2009 SRC R101.2 exception."
2349,6374514-CN,Single Family/Duplex,2013-09-05,2014-09-22,Construct new North single family residence (Establish use as and construct (2) new single family residences with attached garages/Review and process for 2 AP's under 6374514.
2350,6373279-CN,Single Family/Duplex,2013-09-05,2014-10-20,Establish use as and construct new single family residence.
2351,6372146-CN,Single Family/Duplex,2013-08-31,2014-12-18,Establish use as and construct new single family residence and detached carport/per plan
2352,6380046-CN,Single Family/Duplex,2013-08-30,2014-12-01,"Establish use as and construct single family residence (building 3) with surface parking, per plan (Establish use and construct five single family residence with surface parking - processing for 5 APs under 6364990)"
2353,6352584-CN,Single Family/Duplex,2013-08-30,2017-08-08,"Establish use as and construct new single family residence with attached garage, per plans."
2354,6380047-CN,Single Family/Duplex,2013-08-30,2014-12-01,"Establish use as and construct single family residence (building 4) with surface parking, per plan (Establish use and construct five single family residence with surface parking - processing for 5 APs under 6364990)"
2355,6380048-CN,Single Family/Duplex,2013-08-30,2014-12-01,"Establish use as and construct single family residence (building 5) with surface parking, per plan (Establish use and construct five single family residence with surface parking - processing for 5 APs under 6364990)"
2356,6380045-CN,Single Family/Duplex,2013-08-30,2014-12-01,"Establish use as and construct single family residence (building 2) with surface parking, per plan (Establish use and construct five single family residence with surface parking - processing for 5 APs under 6364990)"
2357,6369527-CN,Single Family/Duplex,2013-08-30,2014-06-23,"Establish use as and construct new single family residence with attached garage, per plans"
2358,6369633-CN,Single Family/Duplex,2013-08-30,2014-07-07,"Establish use and construct single family dwelling with attached garage, per plan."
2359,6364990-CN,Single Family/Duplex,2013-08-30,2014-12-01,"Establish use as and construct single family residence (building 1) with surface parking, per plan (Establish use and construct five single family residence with surface parking - processing for 5 APs under 6364990)"
2360,6373405-CN,Single Family/Duplex,2013-08-29,2014-07-21,"Construct(East) 2-unit townhouse with surface parking per plan.(Establish use & construct (1) 2-unit townhouse & (1) single family residence , review & process of 2 AP's under 6373405)"
2361,6380026-CN,Single Family/Duplex,2013-08-29,2014-07-21,"Construct(West) single family residence with surface parking per plan.(Establish use & construct (1) 2-unit townhouse & (1) single family residence , review & process of 2 AP's under 6373405)"
2362,6374364-CN,Single Family/Duplex,2013-08-28,2014-08-01,Construct and establish use new single family dwelling with attached garage per plan.
2363,6374906-CN,Single Family/Duplex,2013-08-26,2014-07-17,Establish use and construct single family residence w/attached garage per plan.
2364,6369277-CN,Single Family/Duplex,2013-08-26,2014-08-06,"Establish use as single family residence and construct single family dwelling with detached accessory dwelling unit over new garage, per plan."
2365,6372629-CN,Single Family/Duplex,2013-08-26,2014-07-10,Establish use as and construct a (2) unit townhouse with surface parking per plan.  (Establish use and construct a (2) unit townhouse and (2) single family residences with surface parking - review and processing for 3 a/ps under 6372629).
2366,6359290-CN,Single Family/Duplex,2013-08-26,2015-07-14,"Construct west single family residence w/garage this permit (Establish use as single family residence and construct (2) new single family residence, per plans, Reviews and processing for 2 A/P's under #6359290)-  (short plat under 3014854)"
2367,6370128-CN,Single Family/Duplex,2013-08-26,2014-12-03,Establish use as and Construct new single family residence with attached garage and accessory dwelling unit/per plan.
2368,6380158-CN,Single Family/Duplex,2013-08-26,2015-05-21,"Construct east single family residence this permit (Establish use as single family residence and construct (2) new single family residence, per plans, Reviews and processing for 2 A/P's under #6359290)-   (short plat under 3014854)"
2369,6380037-CN,Single Family/Duplex,2013-08-26,2014-07-03,Establish use as and construct west single fmaily residence with surface parking per plan.  (Establish use and construct a (2) unit townhouse and (2) single family residences with surface parking - review and processing for 3 a/ps under 6372629).
2370,6380036-CN,Single Family/Duplex,2013-08-26,2014-07-03,Establish use as and construct middle single family residence with surface parking per plan.  (Establish use and construct a (2) unit townhouse and (2) single family residences with surface parking - review and processing for 3 a/ps under 6372629).
2371,6373029-CN,Single Family/Duplex,2013-08-23,2014-05-19,"Establish use as and construct single family residence with attached garage, per plan"
2372,6370524-CN,Multifamily,2013-08-22,2015-06-22,"Establish use as and construct two unit townhouse, per plan. (Establish use as duplex and single family residence with surface parking, per plan - Processing for 2 APs under 6370524)"
2373,6238836-CN,Single Family/Duplex,2013-08-22,2015-05-28,"Establish use for and construct single family dwelling with accessory dwelling unit and attached garage on vacant lot, per plans."
2374,6378508-CN,Multifamily,2013-08-22,2015-06-22,"Establish use as and construct single family residence, per plan (Establish use as duplex and single family residence with surface parking, per plan - Processing for 2 APs under 6370524)"
2375,6369434-CN,Single Family/Duplex,2013-08-20,2014-10-02,"Establish use as and construct single family residence and detached garage, per plan."
2376,6356501-CN,Single Family/Duplex,2013-08-19,2015-01-09,"Establish use as and construct single family residence with attached garage, per plan"
2377,6378789-CN,Multifamily,2013-08-19,2014-11-20,"Establish use as and construct single family residence w/ attached garage,[this permit] per plan (Establish use as and construct single family residence w/attached garage and duplex [this permit] w/surface parking, per plan - Processing for 2 APs under 6369007)"
2378,6374395-CN,Single Family/Duplex,2013-08-19,2014-07-09,"Establish use as and construct single family residence with attached garage, and occupy, per plan."
2379,6369007-CN,Single Family/Duplex,2013-08-19,2014-11-20,"Establish use as and construct single family residence w/ attached garage, per plan (Establish use as and construct single family residence w/attached garage and duplex [this permit] w/surface parking, per plan - Processing for 2 APs under 6369007)"
2380,6365191-CN,Single Family/Duplex,2013-08-19,2015-07-08,Establish use as and construct new single family residence with attached garage/per plan.
2381,6375658-CN,Single Family/Duplex,2013-08-15,2014-09-22,"Construct new single family dwelling with attached garage, per plans"
2382,6368573-CN,Single Family/Duplex,2013-08-15,2014-09-05,"Establish use and construct single family residence and attached garage, per plans."
2383,6372305-CN,Single Family/Duplex,2013-08-15,2014-05-08,"Construct single family residence and detached garage, per plan"
2384,6375362-CN,Single Family/Duplex,2013-08-14,2015-06-11,"Establish use as and construct single family residence with attached garage, and occupy, per plan."
2385,6373188-CN,Single Family/Duplex,2013-08-13,2014-12-22,"Establish use for and construct a new single family dwelling with attached garage on vacant lot, per MUP 3001906 and per plans."
2386,6341278-CN,Single Family/Duplex,2013-08-12,2014-12-02,"Construct single family dwelling with attached garage, and occupy, per plans."
2387,6369050-CN,Single Family/Duplex,2013-08-12,2014-11-03,"Establish use as and construct new single family residence with attached garage, per planS."
2388,6321778-CN,Single Family/Duplex,2013-08-12,2015-06-18,Establish use as and construct new single family residence with attached garage/per plan.
2389,6364094-CN,Single Family/Duplex,2013-08-12,2015-08-24,"Establish use for single family dwelling (formerly duplex on lot) and construct with detached 2-car garage and detached accessory dwelling unit above on single family lot, per plans"
2390,6375081-CN,Single Family/Duplex,2013-08-09,2015-05-15,"Establish use as and construct single family residence with attached garage, per plan."
2391,6348611-CN,Single Family/Duplex,2013-08-09,2016-06-09,Establish use as and construct new single family residence with attached garage/per plan.
2392,6372982-CN,Single Family/Duplex,2013-08-08,2014-06-19,Establish use and construct single family dwelling with attached garage per plan.
2393,6367615-CN,Single Family/Duplex,2013-08-08,2014-08-12,Establish use for and construct new single family with attached garage on vacant lot per plans.
2394,6360786-CN,Single Family/Duplex,2013-08-08,2015-05-05,"Establish use as and construct single family residence with attached terraced garage, per plan"
2395,6368370-CN,Single Family/Duplex,2013-08-08,2015-01-26,"Establish use as single family residence and construct one single family dwelling with attached garage, per plan."
2396,6368628-CN,Single Family/Duplex,2013-08-08,2014-08-20,"Establish use as and construct single family residence with attached garage, per plan"
2397,6369453-CN,Single Family/Duplex,2013-08-06,2014-09-04,Establish use as and construct new single family residence with detached garage per plan.
2398,6357591-CN,Single Family/Duplex,2013-08-05,2015-01-07,"Establish use and construct one single family dwelling, per plans."
2399,6369958-CN,Single Family/Duplex,2013-08-02,2014-12-18,"Establish use and construct single family residence with attached garage, per plan."
2400,6369888-CN,Single Family/Duplex,2013-08-02,2014-10-07,Establish Use & Construct new single family home with attached garage per plan.
2401,6365366-CN,Single Family/Duplex,2013-08-02,2014-07-31,"Establish use as and construct single family residence with surface parking, per plan."
2402,6362996-CN,Single Family/Duplex,2013-08-02,2014-09-25,Construct townhome duplex (units 1&2) with attached garages and occupy per plan (Establish uses as duplex and single family homes with attached garages and construct townhome duplex and two single family residences/review & process for 3 AP's under 6362996).
2403,6369965-CN,Single Family/Duplex,2013-08-02,2015-03-03,"Establish use as and construct a single family residence with attached garage, per plan"
2404,6369237-CN,Single Family/Duplex,2013-07-31,2015-01-26,"Establish use as and construct single family residence with attached garage, and occupy, per plan."
2405,6374517-CN,Multifamily,2013-07-31,2017-02-16,"Construct a single family residence with attached garage, (Building #5) per plan (Construct 4 buildings with attached and surface parking. 4 A/P's under 6316016)."
2406,6363478-CN,Single Family/Duplex,2013-07-30,2014-08-05,"Construct new duplex(west) this permit, per plan ( Establish use as and single family reidence and townhouses and Construct 1 new single family residence and 1 new duplex with surface parking/review and process for 2 AP's under 6363478)."
2407,6375459-CN,Single Family/Duplex,2013-07-30,2014-08-05,"Construct new east single family residence this permit, per plans. ( Establish use as and single family reidence and townhouses and Construct 1 new single family residence and 1 new duplex with surface parking/review and process for 2 AP's under 6363478)."
2408,6349532-CN,Single Family/Duplex,2013-07-29,2016-10-06,"Construct new single family residence w/attached garage (BLDG #2 ""B"" SE) this permit, per plans. (Establish use as (8) eight new single family residence w/ attached garage, per plans.).  Review and processing for (8) A/P's under #6349532."
2409,6373428-CN,Single Family/Duplex,2013-07-29,2016-08-23,"Establish use as and construct single family residence with attached garage and detached accessory dwelling unit (DADU), and occupy, per plan."
2410,6372300-CN,Single Family/Duplex,2013-07-29,2015-06-03,"Establish use as and construct single family residence with attached garage, and occupay, per plan."
2411,6361121-CN,Single Family/Duplex,2013-07-26,2015-02-12,"Establish use as and construct single family residence with attached garage, per plan."
2412,6364079-CN,Multifamily,2013-07-25,2014-07-11,"Establish use as and construct a new single family dwelling unit with attached garage to make 2nd house on the lot, per plan."
2413,6369451-CN,Single Family/Duplex,2013-07-25,2014-09-04,Construct new single family residence with detached garage.
2414,6367612-CN,Single Family/Duplex,2013-07-25,2014-09-25,"Establish use as and construct single family residence with detached garage, and occupy, per plan."
2415,6368253-CN,Single Family/Duplex,2013-07-25,2014-03-20,"Establish use as and construct single family residence with attached garage, and occupy, per plan."
2416,6374824-CN,Single Family/Duplex,2013-07-22,2016-10-06,"Construct new single family residence w/attached garage (BLDG #6 S) this permit, per plans. (Establish use as (8) eight new single family residence w/ attached garage, per plans.).  Review and processing for (8) A/P's under #6349532."
2417,6374820-CN,Single Family/Duplex,2013-07-22,2016-10-06,"Construct new single family residence w/attached garage (BLDG #1 NE) this permit, per plans. (Establish use as (8) eight new single family residence w/ attached garage, per plans.).  Review and processing for (8) A/P's under #6349532."
2418,6374822-CN,Single Family/Duplex,2013-07-22,2016-10-06,"Construct new single family residence w/attached garage (BLDG #4 S) this permit, per plans. (Establish use as (8) eight new single family residence w/ attached garage, per plans.).  Review and processing for (8) A/P's under #6349532."
2419,6374825-CN,Single Family/Duplex,2013-07-22,2016-10-06,"Construct new single family residence w/attached garage (BLDG #7 NW) this permit, per plans. (Establish use as (8) eight new single family residence w/ attached garage, per plans.).  Review and processing for (8) A/P's under #6349532."
2420,6374826-CN,Single Family/Duplex,2013-07-22,2016-10-06,"Construct new single family residence w/attached garage (BLDG #8 SE) this permit, per plans. (Establish use as (8) eight new single family residence w/ attached garage, per plans.).  Review and processing for (8) A/P's under #6349532."
2421,6374823-CN,Single Family/Duplex,2013-07-22,2016-10-06,"Construct new single family residence w/attached garage (BLDG #5 N) this permit, per plans. (Establish use as (8) eight new single family residence w/ attached garage, per plans.).  Review and processing for (8) A/P's under #6349532."
2422,6369480-CN,Single Family/Duplex,2013-07-22,2014-04-30,Establish use as and construction a new single family residence with attached garage per plan.
2423,6374821-CN,Single Family/Duplex,2013-07-22,2016-10-06,"Construct new single family residence w/attached garage (BLDG #3 N) this permit, per plans. (Establish use as (8) eight new single family residence w/ attached garage, per plans.).  Review and processing for (8) A/P's under #6349532."
2424,6368547-CN,Single Family/Duplex,2013-07-22,2014-04-24,"Establish use as single family residence and construct new single family residence with attached garage, per plan."
2425,6368008-CN,Single Family/Duplex,2013-07-19,2015-04-30,"Establish use as single family residence and construct single family residence with surface parking, per plans."
2426,6363126-CN,Single Family/Duplex,2013-07-19,2014-06-23,"Establish use as and construct a single family residence with attached garage, per plan."
2427,6368155-CN,Single Family/Duplex,2013-07-19,2014-10-29,"Establish use as and construct new single family residence with attached garage, per plans."
2428,6367743-CN,Single Family/Duplex,2013-07-18,2015-06-05,"Establish use as and construct single family residence with attached garage, per plan"
2429,6368154-CN,Single Family/Duplex,2013-07-18,2014-11-25,"Establish use as and construct new single family residence with attached garage, per plans."
2430,6338888-CN,Single Family/Duplex,2013-07-18,2015-05-12,"Establish use as and construct new single family residence with attached garage, per plans."
2431,6368160-CN,Single Family/Duplex,2013-07-18,2015-01-20,"Establish use as and construct new single family residence with attached garage, per plans."
2432,6368156-CN,Single Family/Duplex,2013-07-18,2015-01-20,"Establish use and construct single family dwelling with attached garage, per plan."
2433,6367001-CN,Single Family/Duplex,2013-07-16,2014-07-24,"Establish use as and construct single family residence with detached garage, and occupy, per plan."
2434,6372905-CN,Multifamily,2013-07-16,2015-01-07,"Construct new SFR (unit 2), per plan (Establish use as duplex with attached garages and (2)single family residences with surface parking/review and process for (3) AP's under 6364967)"
2435,6372906-CN,Multifamily,2013-07-16,2015-01-12,"Construct new SFR (unit 1), per plan (Establish use as duplex with attached garages, (2) new single family residences with surface parking/review and process for (3) AP's under 6364967)"
2436,6373430-CN,Single Family/Duplex,2013-07-16,2015-03-11,"Construct new west single family residences with surface parking (Unit B, center house) and occupy, per plan (Establish use as single family homes and construct 2 new single family homes with surface parking. Review and process for 2 AP's under 6365803)."
2437,6367309-CN,Single Family/Duplex,2013-07-16,2014-12-09,Establish use and construct single family dwelling with attached garage per plan.
2438,6364967-CN,Multifamily,2013-07-16,2015-01-07,"Construct townhouse duplex (units 1&2), per plan (Establish use as duplex with attached garages, (2) new single family residences with surface parking/review and process for (3) AP's under 6364967)"
2439,6365803-CN,Single Family/Duplex,2013-07-16,2015-03-11,"Construct new west single family residences with surface parking (Unit A) and occupy, per plan (Establish use as single family homes and construct 2 new single family homes with surface parking. Review and process for 2 AP's under 6365803)."
2440,6368887-CN,Single Family/Duplex,2013-07-16,2014-04-02,"Establish use as and construct new single family residence with attached garage, per plan."
2441,6366674-CN,Single Family/Duplex,2013-07-15,2014-12-15,"Establish use as single family residence and construct new single family dwelling attached garage, per plans."
2442,6366472-CN,Single Family/Duplex,2013-07-15,2014-12-15,"Establish use as single family residence and construct new single family dwelling attached garage, per plans."
2443,6365399-CN,Single Family/Duplex,2013-07-15,2014-06-23,"Establish use as and Construct a new single family residence with attached garage, occupy per plan"
2444,6363818-CN,Single Family/Duplex,2013-07-12,2014-12-31,"Establish use as and construct one single family residence with surface parking, per plan."
2445,6364348-CN,Single Family/Duplex,2013-07-11,2014-10-24,Establish use as and Construct new single family residence with attached garage/per plan.
2446,6361059-CN,Single Family/Duplex,2013-07-10,2014-07-10,"Establish use and construct one single family dwelling with attached garage, per plan."
2447,6372604-CN,Single Family/Duplex,2013-07-08,2014-10-30,Construct (Southern) single family residence w/attached garage per plan . (Establish use and construct (2) single family residences w/attached garages per plan) review & process (2) AP's under 6355820.
2448,6355820-CN,Single Family/Duplex,2013-07-08,2014-09-29,Construct (Northern) single family residence w/attached garage per plan . (Establish use and construct (2) single family residences w/attached garages per plan) review & process (2) AP's under 6355820.
2449,6366036-CN,Single Family/Duplex,2013-07-08,2014-08-19,"Establish use as and construct single family residence w/attached garage, per plans."
2450,6361992-CN,Single Family/Duplex,2013-07-08,2015-05-18,Establish use as and construct new single family residence per plan.
2451,6344114-CN,Single Family/Duplex,2013-07-06,2014-03-17,"Establish use as and construct single family residence with attached garage, and occupy, per plan."
2452,6362902-CN,Single Family/Duplex,2013-07-06,2014-05-08,Establish use and construct single family residence with detached garage per plan.
2453,6372480-CN,Single Family/Duplex,2013-07-06,2014-10-27,"Construct middle single family residence, per plans. (Establish use as and construct three single family residences with surface parking, per plans/ Review and processing for 3 AP'S under 6341616)"
2454,6372481-CN,Single Family/Duplex,2013-07-06,2014-10-27,"Construct east single family residence, per plans. (Establish use as and construct three single family residences with surface parking, per plans/ Review and processing for 3 AP'S under 6341616)"
2455,6341616-CN,Single Family/Duplex,2013-07-06,2014-10-27,"Construct west single family residence, per plans. (Establish use as and construct three single family residences with surface parking, per plans/ Review and processing for 3 AP'S under 6341616)"
2456,6361067-CN,Multifamily,2013-07-06,2014-09-03,"Construct east duplex townhome this permit, per plans. (Establish use and construct (2) single family dwellings and (1) duplex townhome residential building. Surface parking provided, all per plan. Review and processing for 2 A/P's under 6361067)."
2457,6372537-CN,Multifamily,2013-07-06,2014-09-03,"Construct west single family residence this permit, per plans. (Establish use and construct (2) single family dwellings and (1) duplex townhome structure. Surface parking provided, all per plan. Review and processing for 2 A/P's under 6361067)."
2458,6372538-CN,Multifamily,2013-07-06,2014-09-03,"Construct middle single family residence this permit, per plans. (Establish use and construct (2) single family dwellings and (1) duplex townhome structure. Surface parking provided, all per plan. Review and processing for 2 A/P's under 6361067)."
2459,6365477-CN,Single Family/Duplex,2013-07-06,2015-02-11,Establish use as and Construct new single family residence/per plan.
2460,6370745-CN,Single Family/Duplex,2013-07-05,2014-09-23,Construct south single family residence per plan (Establish use as townhouses and single family residence and construct 1 duplex and 2 single family residences/Review and process for 3 AP's under 6361539).
2461,6362449-CN,Single Family/Duplex,2013-07-05,2014-08-27,Construct single family residence (East SFR) per plan. (Establish use and construct (3) single family residences per plan.) Review and processing of (3) AP's under 6362449
2462,6370490-CN,Single Family/Duplex,2013-07-05,2016-05-03,"Construct (bldg. 1) single family residence w/attached garage this permit, per plans.  (Establish use as (3) single family residences and construct single family residences w/attached garage, per plans. Reviews and processing for 3 A/Ps under 6370490 (revision 6529752)."
2463,6372416-CN,Single Family/Duplex,2013-07-05,2014-08-27,Construct single family residence (West SFR) per plan. Review and processing of (3) AP's under 6362449
2464,6370488-CN,Single Family/Duplex,2013-07-05,2016-04-20,"Construct (bldg. 3) single family residence w/attached garage this permit, per plans.  (Establish use as (3) single family residence and construct single family residence w/attached garage, per plans. Reviews and processing for 3 A/Ps under 6350490)."
2465,6370489-CN,Single Family/Duplex,2013-07-05,2016-05-03,"Construct (bldg. 2) single family residence w/attached garage this permit, per plans.  (Establish use as (3) single family residences and construct single family residence w/attached garage, per plans. Reviews and processing for 3 A/Ps under 6370490 (revision 6529752))."
2466,6372261-CN,Multifamily,2013-07-05,2014-08-29,"Construct Middle single family residence, per plans. (Establish use as and construct one townhouse duplex structure and two single family residence with surface parking, per plans/ Reviews and process  3AP's under 6361057)"
2467,6367183-CN,Single Family/Duplex,2013-07-05,2015-04-03,"Establish use as and construct new single family residence with attached garage, per plans"
2468,6361057-CN,Multifamily,2013-07-05,2014-08-29,"Construct East townhouse duplex structure, per plan. (Establish use as and construct one townhouse duplex structure and two single family residence with surface parking, per plans/ Reviews and process  3AP's under 6361057)"
2469,6366258-CN,Single Family/Duplex,2013-07-05,2013-12-23,"Establish use as and construct single family residence with attached garage, and occupy, per plan."
2470,6372262-CN,Multifamily,2013-07-05,2014-08-29,"Construct West single family residence, per plans. (Establish use as and construct one townhouse duplex structure and two single family residence with surface parking, per plans/ Reviews and process  3AP's under 6361057)"
2471,6372415-CN,Single Family/Duplex,2013-07-05,2014-08-27,Construct single family residence (Center SFR) per plan.Review and processing of (3) AP's under 6362449
2472,6370746-CN,Single Family/Duplex,2013-07-05,2014-11-14,Construct North single family residence per plan (Establish use as townhouses and single family residence and construct 1 duplex and 2 single family residences/Review and process for 3 AP's under 6361539).
2473,6359898-CN,Single Family/Duplex,2013-07-03,2016-08-22,"Establish use as a new single family dwelling with attached garage, and establish accessory dwelling unit, per plan"
2474,6356599-CN,Single Family/Duplex,2013-07-02,2015-06-08,"Establish use as and construct single family residence with attached garage, per plan."
2475,6345434-CN,Single Family/Duplex,2013-06-27,2014-04-14,"Establish use as and construct single family residence with attached garage, and occupy, per plan."
2476,6367850-CN,Single Family/Duplex,2013-06-27,2014-02-26,Establish use as and construct single family residence with attached garage per standard plan 6330323.
2477,6362030-CN,Single Family/Duplex,2013-06-26,2015-05-18,Establish use and construct single family prefabricated modular dwelling and attached site built garage per plan.
2478,6366468-CN,Single Family/Duplex,2013-06-26,2015-03-04,Establish use as and construct new single family residence with attached garage per plan.
2479,6356381-CN,Single Family/Duplex,2013-06-24,2014-11-10,Establish use and construct single family residence with attached garage per plan.
2480,6370894-CN,Single Family/Duplex,2013-06-24,2014-12-24,"Construct east single family residence w/attached garage this permit, per plans.  (Establish use as and (2) single family residence and construct 2 new single family residence w/attached garage, per plans. Reviews and processing for 2 A/Ps under 6373925)."
2481,6363925-CN,Single Family/Duplex,2013-06-24,2014-12-18,"Construct west single family residence w/attached garage this permit, per plans.  (Establish use as and (2) single family residence and construct 2 new single family residence w/attached garage, per plans. Reviews and processing for 2 A/Ps under 6373925)."
2482,6365032-CN,Single Family/Duplex,2013-06-21,2014-06-27,"Establish use as and construct single family residence with attached garage, and occupy, per plan (Parcel A)."
2483,6363019-CN,Single Family/Duplex,2013-06-21,2014-12-05,"Establish use as and construct new single family residence with attached garage, per plans."
2484,6332978-CN,Single Family/Duplex,2013-06-21,2015-02-03,"Establish use as and construct single family residence and detached garage, per plan."
2485,6363517-CN,Single Family/Duplex,2013-06-21,2014-10-03,"Establish use for and Construct new single family residence with attached garage, per plan."
2486,6363456-CN,Single Family/Duplex,2013-06-19,2015-10-09,"Establish use and construct new single family residence with attached garage, per standard plan 6347191."
2487,6369945-CN,Single Family/Duplex,2013-06-18,2015-02-20,Construct middle single family residence per plan.  (Establish and construct (1) duplex and (2) single family residences with surface parking.  Review and processing for 3 AP's under 6361824).
2488,6361824-CN,Single Family/Duplex,2013-06-18,2015-01-12,Construct (1) duplex per plan.  (Establish and construct (1) duplex and (2) single family residences with surface parking.  Review and processing for 3 AP's under 6361824).
2489,6365737-CN,Single Family/Duplex,2013-06-17,2014-08-06,Establish use and construct single family dwelling with attached garage per plan.
2490,6353262-CN,Single Family/Duplex,2013-06-17,2015-03-23,"Establish use as and construct new single family residence w/attached garage, per plans."
2491,6358746-CN,Single Family/Duplex,2013-06-17,2014-03-28,"Establish use as and construct a new single family residence with attached garage, per plan."
2492,6354332-CN,Single Family/Duplex,2013-06-17,2015-10-05,"Establish use and construct single family dwelling with attached garage, per plan."
2493,6324819-CN,Single Family/Duplex,2013-06-17,2015-03-12,"Establish use as and construct single family residence with attached garage and accessory dwelling unit (ADU) on lower level, per plan."
2494,6363374-CN,Single Family/Duplex,2013-06-17,2015-10-05,"Establish use and construct new single family residence with attached garage, per standard plan 6347191."
2495,6361589-CN,Single Family/Duplex,2013-06-14,2014-10-09,"Establish use as and construct single family residence with attached garage, per plan."
2496,6354936-CN,Single Family/Duplex,2013-06-13,2014-08-11,"Establish use as and construct a new single family residence with attached garage, per plan."
2497,6369110-CN,Single Family/Duplex,2013-06-12,2014-10-23,"Construct center (B) single family dwelling this permit. [Establish use Band construct (3) single family residences with surface parking, per plan.] Review & processing of (3) AP's under 6359656."
2498,6369111-CN,Single Family/Duplex,2013-06-12,2014-10-23,"Construct west (C) single family dwelling this permit. [Establish use and construct (3) single family residences with surface parking, per plan.]Review & processing of (3) AP's under 6359656."
2499,6359525-CN,Single Family/Duplex,2013-06-11,2015-01-08,Establish use as and construct new single family residence with attached garage per plan.
2500,6359178-CN,Single Family/Duplex,2013-06-10,2015-03-31,"Establish use as and construct single family residence and detached garage, per plan."
2501,6209534-CN,Single Family/Duplex,2013-06-10,2015-06-05,"Establish use as and construct single family residence with attached garage and attached accessory dwelling unit, and occupy, per plan."
2502,6364027-CN,Single Family/Duplex,2013-06-07,2014-09-03,"Establish use as and construct a new single family residence with attached garage, per plan.(reviews and processing for 2 A/Ps under 6364027)"
2503,6363053-CN,Single Family/Duplex,2013-06-06,2014-04-30,"Establish use as and construct single family residence with attached garage, per plan."
2504,6356937-CN,Single Family/Duplex,2013-06-06,2016-05-24,"Establish use as and construct single family residence with attached garage, per plan."
2505,6360504-CN,Single Family/Duplex,2013-06-06,2014-04-07,"Establish use as and construct single family residence with attached garage, per plan."
2506,6355539-CN,Single Family/Duplex,2013-06-05,2015-02-19,"Establish use and construct new single family residence with detached garage, per plan"
2507,6362325-CN,Single Family/Duplex,2013-06-04,2014-10-09,Establish use as and Construction new single family residence with attached garage per plan.
2508,6359188-CN,Single Family/Duplex,2013-05-31,2014-01-10,"Establish use as and construct one single family residence with attached garage, per plan."
2509,6364593-CN,Single Family/Duplex,2013-05-31,2015-03-30,"Establish use as and construct single family residence with attached garage, per plan."
2510,6359824-CN,Single Family/Duplex,2013-05-30,2014-04-11,"Establish use and construct one single family dwelling with attached garage, per plan."
2511,6366676-CN,Single Family/Duplex,2013-05-29,2014-03-24,Establish use as and construct new single family residence with attached garage per plan
2512,6329528-CN,Single Family/Duplex,2013-05-28,2016-10-07,Construct duplex per plan (Establish use as townhouses and single family dwelling and contruct (1) new duplex and (1) new single family residence with surface parking. Review and processing for (2) AP's under 6329528).
2513,6360685-CN,Single Family/Duplex,2013-05-28,2015-07-06,"Establish use as and construct a new single family residence with attached garage, per plan."
2514,6367087-CN,Single Family/Duplex,2013-05-28,2016-10-07,Construct single family dwelling per plan (Establish use as townhouses and single family dwelling and construct (1) new duplex and (1) new single family residence with surface parking. Review and processing for (2) AP's under 6329528).
2515,6355309-CN,Single Family/Duplex,2013-05-24,2015-07-15,"Construct north single family residence with attached garage, and occupy per plan (Establish use as and construct two single family homes with attached garages/review and process for 2 AP's under 6355309),"
